token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
33921,INF174V01242,Dividend - Reinvest,Mahindra Manulife Low Duration Fund - Reg (IDCW-M),Regular,MHMSYRM-DR,1115.3617,0.24,0.02,1000.00,MONTHLY,11th February 2025
33921,INF174V01259,Dividend - Payout,Mahindra Manulife Low Duration Fund - Reg (IDCW-M),Regular,MHMSYRP-DP,1115.3617,0.24,0.02,1000.00,MONTHLY,11th February 2025
33922,INF174V01267,Growth,Mahindra Manulife Low Duration Fund - Dir (G),Direct,MHMSYDG-GR,1696.0475,0.40,0.02,1000.00,,11th February 2025
33925,INF174V01291,Dividend - Reinvest,Mahindra Manulife Low Duration Fund - Dir (IDCW-M),Direct,MHMSYDM-DR,1135.1509,0.27,0.02,1000.00,MONTHLY,11th February 2025
33925,INF174V01309,Dividend - Payout,Mahindra Manulife Low Duration Fund - Dir (IDCW-M),Direct,MHMSYDP-DP,1135.1509,0.27,0.02,1000.00,MONTHLY,11th February 2025
33926,INF194KA1W39,Growth,Bandhan Credit Risk Fund - Reg (G),Regular,ID313-GR,15.9144,0.00,0.03,1000.00,,11th February 2025
33927,INF194KA1V48,Dividend - Payout,Bandhan Credit Risk Fund - Reg (IDCW-Q),Regular,ID314-DP,10.4854,0.01,0.05,1000.00,QUARTERLY,11th February 2025
33927,INF194KA1V55,Dividend - Reinvest,Bandhan Credit Risk Fund - Reg (IDCW-Q),Regular,ID314R-DR,10.4854,0.01,0.05,1000.00,QUARTERLY,11th February 2025
33928,INF194KA1W05,Dividend - Payout,Bandhan Credit Risk Fund - Reg (IDCW-A),Regular,ID316-DP,10.7833,0.00,0.03,1000.00,ANNUAL,11th February 2025
33928,INF194KA1W13,Dividend - Reinvest,Bandhan Credit Risk Fund - Reg (IDCW-A),Regular,ID316R-DR,10.7833,0.00,0.03,1000.00,ANNUAL,11th February 2025
33929,INF194KA1V71,Dividend - Payout,Bandhan Credit Risk Fund - Reg (IDCW-H),Regular,ID315-DP,10.3084,0.01,0.08,1000.00,HALF YEARLY,11th February 2025
33929,INF194KA1V89,Dividend - Reinvest,Bandhan Credit Risk Fund - Reg (IDCW-H),Regular,ID315R-DR,10.3084,0.01,0.08,1000.00,HALF YEARLY,11th February 2025
33930,INF194KA1V14,Dividend - Payout,Bandhan Credit Risk Fund - Reg (Periodic),Regular,ID317-DP,12.3581,0.01,0.07,1000.00,,11th February 2025
33930,INF194KA1V22,Dividend - Reinvest,Bandhan Credit Risk Fund - Reg (Periodic),Regular,ID317R-DR,12.3581,0.01,0.07,1000.00,,11th February 2025
33931,INF194KA1X61,Growth,Bandhan Credit Risk Fund - Dir (G),Direct,IDD313-GR,17.2072,0.01,0.04,1000.00,,11th February 2025
33932,INF194KA1W70,Dividend - Payout,Bandhan Credit Risk Fund - Dir (IDCW-Q),Direct,IDD314-DP,10.6715,0.00,0.01,1000.00,QUARTERLY,11th February 2025
33932,INF194KA1W88,Dividend - Reinvest,Bandhan Credit Risk Fund - Dir (IDCW-Q),Direct,IDD314R-DR,10.6715,0.00,0.01,1000.00,QUARTERLY,11th February 2025
33933,INF194KA1X38,Dividend - Payout,Bandhan Credit Risk Fund - Dir (IDCW-A),Direct,IDD316-DP,10.9387,0.01,0.08,1000.00,ANNUAL,11th February 2025
33933,INF194KA1X46,Dividend - Reinvest,Bandhan Credit Risk Fund - Dir (IDCW-A),Direct,IDD316R-DR,10.9387,0.01,0.08,1000.00,ANNUAL,11th February 2025
33935,INF194KA1W47,Dividend - Payout,Bandhan Credit Risk Fund - Dir (Periodic),Direct,IDD317-DP,12.469,0.01,0.07,1000.00,,11th February 2025
33935,INF194KA1W54,Dividend - Reinvest,Bandhan Credit Risk Fund - Dir (Periodic),Direct,IDD317R-DR,12.469,0.01,0.07,1000.00,,11th February 2025
34083,INF769K01DO5,Growth,Mirae Asset Dynamic Bond Fund - Regular (G),Regular,MADBRG-GR,15.6397,0.00,0.00,5000.00,,11th February 2025
34084,INF769K01DP2,Dividend - Payout,Mirae Asset Dynamic Bond Fund - Regular (IDCW),Regular,MADBRD-DP,15.64,0.00,0.00,5000.00,,11th February 2025
34084,INF769K01DQ0,Dividend - Reinvest,Mirae Asset Dynamic Bond Fund - Regular (IDCW),Regular,MADBRD-DR,15.64,0.00,0.00,5000.00,,11th February 2025
34085,INF769K01DR8,Growth,Mirae Asset Dynamic Bond Fund - Direct (G),Direct,MADBDG-GR,17.0421,0.00,0.01,5000.00,,11th February 2025
34086,INF769K01DS6,Dividend - Payout,Mirae Asset Dynamic Bond Fund - Direct (IDCW),Direct,MADBDD-DP,17.0308,0.00,0.00,5000.00,,11th February 2025
34086,INF769K01DT4,Dividend - Reinvest,Mirae Asset Dynamic Bond Fund - Direct (IDCW),Direct,MADBDD-DR,17.0308,0.00,0.00,5000.00,,11th February 2025
34179,INF666M01CS2,Dividend - Payout,Groww Large Cap Fund (IDCW-M),Regular,INBCRM-DP,22.22,-0.37,-1.64,500.00,MONTHLY,11th February 2025
34179,INF666M01CT0,Dividend - Reinvest,Groww Large Cap Fund (IDCW-M),Regular,INBCRM-DR,22.22,-0.37,-1.64,500.00,MONTHLY,11th February 2025
34180,INF666M01CU8,Dividend - Payout,Groww Large Cap Fund (IDCW-Q),Regular,INBCRQ-DP,23.04,-0.38,-1.62,500.00,QUARTERLY,11th February 2025
34180,INF666M01CV6,Dividend - Reinvest,Groww Large Cap Fund (IDCW-Q),Regular,INBCRQ-DR,23.04,-0.38,-1.62,500.00,QUARTERLY,11th February 2025
34181,INF666M01CW4,Dividend - Payout,Groww Large Cap Fund (IDCW-H),Regular,INBCRH-DP,23.17,-0.38,-1.61,500.00,HALF YEARLY,11th February 2025
34181,INF666M01CX2,Dividend - Reinvest,Groww Large Cap Fund (IDCW-H),Regular,INBCRH-DR,23.17,-0.38,-1.61,500.00,HALF YEARLY,11th February 2025
34182,INF666M01CM5,Dividend - Payout,Groww Large Cap Fund - Direct (IDCW-M),Direct,INBCDM-DP,20.57,-0.34,-1.63,500.00,MONTHLY,11th February 2025
34182,INF666M01CN3,Dividend - Reinvest,Groww Large Cap Fund - Direct (IDCW-M),Direct,INBCDM-DR,20.57,-0.34,-1.63,500.00,MONTHLY,11th February 2025
34183,INF666M01CO1,Dividend - Payout,Groww Large Cap Fund - Direct (IDCW-Q),Direct,INBCDQ-DP,25.69,-0.43,-1.65,500.00,QUARTERLY,11th February 2025
34183,INF666M01CP8,Dividend - Reinvest,Groww Large Cap Fund - Direct (IDCW-Q),Direct,INBCDQ-DR,25.69,-0.43,-1.65,500.00,QUARTERLY,11th February 2025
34184,INF666M01CQ6,Dividend - Payout,Groww Large Cap Fund - Direct (IDCW-H),Direct,INBCDH-DP,25.89,-0.42,-1.60,500.00,HALF YEARLY,11th February 2025
34184,INF666M01CR4,Dividend - Reinvest,Groww Large Cap Fund - Direct (IDCW-H),Direct,INBCDH-DR,25.89,-0.42,-1.60,500.00,HALF YEARLY,11th February 2025
34185,INF666M01DE0,Dividend - Payout,Groww Value Fund (IDCW-M),Regular,INVDRM-DP,18.5687,-0.29,-1.54,500.00,MONTHLY,11th February 2025
34185,INF666M01DF7,Dividend - Reinvest,Groww Value Fund (IDCW-M),Regular,INVDRM-DR,18.5687,-0.29,-1.54,500.00,MONTHLY,11th February 2025
34186,INF666M01DG5,Dividend - Payout,Groww Value Fund (IDCW-Q),Regular,INVDRQ-DP,18.096,-0.28,-1.55,500.00,QUARTERLY,11th February 2025
34186,INF666M01DH3,Dividend - Reinvest,Groww Value Fund (IDCW-Q),Regular,INVDRQ-DR,18.096,-0.28,-1.55,500.00,QUARTERLY,11th February 2025
34187,INF666M01DI1,Dividend - Payout,Groww Value Fund (IDCW-H),Regular,INVDRH-DP,19.5995,-0.30,-1.51,500.00,HALF YEARLY,11th February 2025
34187,INF666M01DJ9,Dividend - Reinvest,Groww Value Fund (IDCW-H),Regular,INVDRH-DR,19.5995,-0.30,-1.51,500.00,HALF YEARLY,11th February 2025
34188,INF666M01CY0,Dividend - Payout,Groww Value Fund - Direct (IDCW-M),Direct,INVDDM-DP,20.795,-0.33,-1.54,500.00,MONTHLY,11th February 2025
34188,INF666M01CZ7,Dividend - Reinvest,Groww Value Fund - Direct (IDCW-M),Direct,INVDDM-DR,20.795,-0.33,-1.54,500.00,MONTHLY,11th February 2025
34189,INF666M01DA8,Dividend - Payout,Groww Value Fund - Direct (IDCW-Q),Direct,INVDDQ-DP,22.683,-0.35,-1.51,500.00,QUARTERLY,11th February 2025
34189,INF666M01DB6,Dividend - Reinvest,Groww Value Fund - Direct (IDCW-Q),Direct,INVDDQ-DR,22.683,-0.35,-1.51,500.00,QUARTERLY,11th February 2025
34190,INF666M01DC4,Dividend - Payout,Groww Value Fund - Direct (IDCW-H),Direct,INVDDH-DP,22.701,-0.35,-1.51,500.00,HALF YEARLY,11th February 2025
34190,INF666M01DD2,Dividend - Reinvest,Groww Value Fund - Direct (IDCW-H),Direct,INVDDH-DR,22.701,-0.35,-1.51,500.00,HALF YEARLY,11th February 2025
34287,INF251K01OW4,Growth,Baroda BNP Paribas Aggressive Hybrid Fund (G),Regular,BPSERG-GR,25.9007,-0.39,-1.48,5000.00,,11th February 2025
34288,INF251K01OX2,Dividend - Reinvest,Baroda BNP Paribas Aggressive Hybrid Fund (IDCW),Regular,BPSERD-DR,16.3201,-0.24,-1.45,5000.00,,11th February 2025
34288,INF251K01OY0,Dividend - Payout,Baroda BNP Paribas Aggressive Hybrid Fund (IDCW),Regular,BPSERD-DP,16.3201,-0.24,-1.45,5000.00,,11th February 2025
34289,INF251K01OZ7,Growth,Baroda BNP Paribas Aggressive Hybrid Fund-Dir (G),Direct,BPSEDG-GR,29.4066,-0.43,-1.45,5000.00,,11th February 2025
34290,INF251K01PA7,Dividend - Reinvest,Baroda BNP Paribas Aggressive Hybrid Fund-Dir (IDC,Direct,BPSEDD-DR,18.4983,-0.27,-1.45,5000.00,,11th February 2025
34290,INF251K01PB5,Dividend - Payout,Baroda BNP Paribas Aggressive Hybrid Fund-Dir (IDC,Direct,BPSEDD-DP,18.4983,-0.27,-1.45,5000.00,,11th February 2025
34449,INF903JA1930,Growth,Sundaram LT MC Tax Advantage Fund-Sr.V (G),Regular,SU9NGP-GR,24.8611,-0.90,-3.49,500.00,,11th February 2025
34449,INF903JA1930,Growth,Sundaram LT MC Tax Advantage Fund-Sr.V (G),Regular,SULM5RG-GR,24.8611,-0.90,-3.49,500.00,,11th February 2025
34450,INF903JA1948,Dividend - Payout,Sundaram LT MC Tax Advantage Fund-Sr.V (IDCW),Regular,SU9NDP-DP,23.6395,-0.85,-3.47,500.00,,11th February 2025
34450,INF903JA1948,Dividend - Payout,Sundaram LT MC Tax Advantage Fund-Sr.V (IDCW),Regular,SULM5RD-DP,23.6395,-0.85,-3.47,500.00,,11th February 2025
34451,INF903JA1955,Growth,Sundaram LT MC Tax Advantage Fund-Sr.V-Dir (G),Direct,SU9NDG-GR,25.5452,-0.92,-3.49,500.00,,11th February 2025
34452,INF903JA1963,Dividend - Payout,Sundaram LT MC Tax Advantage Fund-Sr.V-Dir (IDCW),Direct,SU9ND1-DP,24.3204,-0.88,-3.49,500.00,,11th February 2025
34485,INF082J01218,Growth,Quantum Dynamic Bond Fund - Regular (G),Regular,QTDBRG-GR,20.6669,0.00,-0.01,500.00,,11th February 2025
34486,INF082J01275,Growth,Quantum Equity Fund Of Funds - Regular (G),Regular,QTFERG-GR,75.601,-2.40,-3.08,500.00,,11th February 2025
34487,INF082J01358,Growth,Quantum Gold Savings Fund - Regular (G),Regular,QTQSRG-GR,32.8413,-0.23,-0.69,500.00,,11th February 2025
34488,INF082J01309,Growth,Quantum Liquid Fund - Regular (G),Regular,QTLFRG-GR,34.1527,0.00,0.01,5000.00,,11th February 2025
34489,INF082J01242,Growth,Quantum Long Term Equity Value Fund - Regular (G),Regular,QTEFRG-GR,119.33,-1.92,-1.58,500.00,,11th February 2025
34490,INF082J01341,Growth,Quantum Multi Asset Fund of Funds - Regular (G),Regular,QTMARG-GR,31.8563,-0.23,-0.73,500.00,,11th February 2025
34491,INF082J01366,Growth,Quantum ELSS Tax Saver Fund - Regular (G),Regular,QTTSRG-GR,118.41,-1.91,-1.59,500.00,,11th February 2025
34496,INF082J01226,Dividend - Payout,Quantum Dynamic Bond Fund - Regular (IDCW-M),Regular,QTDBRM-DP,10.3661,0.00,-0.04,500.00,MONTHLY,11th February 2025
34496,INF082J01234,Dividend - Reinvest,Quantum Dynamic Bond Fund - Regular (IDCW-M),Regular,QTDBRM-DR,10.3661,0.00,-0.04,500.00,MONTHLY,11th February 2025
34497,INF082J01317,Dividend - Reinvest,Quantum Liquid Fund - Regular (IDCW-D),Regular,QTLFRD-DR,10.0002,0.00,0.00,5000.00,,11th February 2025
34498,INF082J01325,Dividend - Payout,Quantum Liquid Fund - Regular (IDCW-M),Regular,QTLFRM-DP,10.0365,0.01,0.06,5000.00,MONTHLY,11th February 2025
34498,INF082J01333,Dividend - Reinvest,Quantum Liquid Fund - Regular (IDCW-M),Regular,QTLFRM-DR,10.0365,0.01,0.06,5000.00,MONTHLY,11th February 2025
34499,INF082J01259,Dividend - Payout,Quantum Long Term Equity Value Fund-Regular (IDCW),Regular,QTEFRD-DP,120.01,-1.94,-1.59,500.00,,11th February 2025
34499,INF082J01267,Dividend - Reinvest,Quantum Long Term Equity Value Fund-Regular (IDCW),Regular,QTEFRD-DR,120.01,-1.94,-1.59,500.00,,11th February 2025
34500,INF082J01283,Dividend - Payout,Quantum Equity Fund Of Funds - Regular (IDCW),Regular,QTFERD-DP,75.601,-2.40,-3.08,500.00,,11th February 2025
34500,INF082J01291,Dividend - Reinvest,Quantum Equity Fund Of Funds - Regular (IDCW),Regular,QTFERD-DR,75.601,-2.40,-3.08,500.00,,11th February 2025
34501,INF082J01374,Dividend - Payout,Quantum ELSS Tax Saver Fund - Regular (IDCW),Regular,QTTSRD-DP,118.41,-1.91,-1.59,500.00,,11th February 2025
34502,INF251K01PC3,Dividend - Reinvest,Baroda BNP Paribas Arbitrage Fund - Reg (IDCW-M),Regular,BPARRM-DR,10.3384,-0.05,-0.50,5000.00,MONTHLY,11th February 2025
34502,INF251K01PD1,Dividend - Payout,Baroda BNP Paribas Arbitrage Fund - Reg (IDCW-M),Regular,BPARRM-DP,10.3384,-0.05,-0.50,5000.00,MONTHLY,11th February 2025
34503,INF251K01PG4,Dividend - Reinvest,Baroda BNP Paribas Arbitrage Fund - Reg (IDCW-Q),Regular,BPARRQ-DR,10.4528,0.00,0.03,5000.00,QUARTERLY,11th February 2025
34503,INF251K01PH2,Dividend - Payout,Baroda BNP Paribas Arbitrage Fund - Reg (IDCW-Q),Regular,BPARRQ-DP,10.4528,0.00,0.03,5000.00,QUARTERLY,11th February 2025
34504,INF251K01PE9,Dividend - Reinvest,Baroda BNP Paribas Arbitrage Fund - Dir (IDCW-M),Direct,BPARDM-DR,10.8204,-0.06,-0.55,5000.00,MONTHLY,11th February 2025
34504,INF251K01PF6,Dividend - Payout,Baroda BNP Paribas Arbitrage Fund - Dir (IDCW-M),Direct,BPARDM-DP,10.8204,-0.06,-0.55,5000.00,MONTHLY,11th February 2025
34505,INF251K01PI0,Dividend - Reinvest,Baroda BNP Paribas Arbitrage Fund - Dir (IDCW-Q),Direct,BPARDQ-DR,10.9572,0.01,0.07,5000.00,QUARTERLY,11th February 2025
34505,INF251K01PJ8,Dividend - Payout,Baroda BNP Paribas Arbitrage Fund - Dir (IDCW-Q),Direct,BPARDQ-DP,10.9572,0.01,0.07,5000.00,QUARTERLY,11th February 2025
34522,INF174V01317,Growth,Mahindra Manulife Multi Cap Fund (G),Regular,MHMBYRG-GR,31.3748,-0.74,-2.29,1000.00,,11th February 2025
34524,INF174V01341,Growth,Mahindra Manulife Multi Cap Fund - Direct (G),Direct,MHMBYDG-GR,36.1899,-0.84,-2.27,1000.00,,11th February 2025
34525,INF174V01358,Dividend - Reinvest,Mahindra Manulife Multi Cap Fund - Direct (IDCW),Direct,MHMBYDD-DR,28.298,-0.66,-2.29,1000.00,,11th February 2025
34525,INF174V01366,Dividend - Payout,Mahindra Manulife Multi Cap Fund - Direct (IDCW),Direct,MHMBYDP-DP,28.298,-0.66,-2.29,1000.00,,11th February 2025
34526,INF174V01325,Dividend - Reinvest,Mahindra Manulife Multi Cap Fund (IDCW),Regular,MHMBYRD-DR,23.8205,-0.56,-2.29,1000.00,,11th February 2025
34526,INF174V01333,Dividend - Payout,Mahindra Manulife Multi Cap Fund (IDCW),Regular,MHMBYRP-DP,23.8205,-0.56,-2.29,1000.00,,11th February 2025
34588,INF582M01CQ5,Growth,Union Largecap Fund - Regular (G),Regular,UNFLFG-GR,21.59,-0.32,-1.46,1000.00,,11th February 2025
34589,INF582M01CR3,Dividend - Payout,Union Largecap Fund - Regular (IDCW),Regular,UNFLFP-DP,21.59,-0.32,-1.46,1000.00,,11th February 2025
34589,INF582M01CS1,Dividend - Reinvest,Union Largecap Fund - Regular (IDCW),Regular,UNFLFR-GR,21.59,-0.32,-1.46,1000.00,,11th February 2025
34590,INF582M01CU7,Growth,Union Largecap Fund - Direct (G),Direct,UNFLFGD-GR,22.83,-0.34,-1.47,1000.00,,11th February 2025
34591,INF582M01CV5,Dividend - Payout,Union Largecap Fund - Direct (IDCW),Direct,UNFLFPD-DP,22.83,-0.34,-1.47,1000.00,,11th February 2025
34591,INF582M01CW3,Dividend - Reinvest,Union Largecap Fund - Direct (IDCW),Direct,UNFLFRD-GR,22.83,-0.34,-1.47,1000.00,,11th February 2025
34766,INF397L01JW3,Growth,LIC MF Small Cap Fund - Regular (G),Regular,LCSCGP-GR,28.2878,-1.10,-3.75,5000.00,,11th February 2025
34767,INF397L01JT9,Dividend - Payout,LIC MF Small Cap Fund - Regular (IDCW),Regular,LCSCDP-DP,28.2877,-1.10,-3.75,5000.00,,11th February 2025
34767,INF397L01JU7,Dividend - Reinvest,LIC MF Small Cap Fund - Regular (IDCW),Regular,LCSCDP-DR,28.2877,-1.10,-3.75,5000.00,,11th February 2025
34768,INF397L01JS1,Growth,LIC MF Small Cap Fund - Direct (G),Direct,LCSCG1-GR,31.4626,-1.23,-3.75,5000.00,,11th February 2025
34769,INF397L01JP7,Dividend - Payout,LIC MF Small Cap Fund - Direct (IDCW),Direct,LCSCD1-DP,31.4581,-1.23,-3.77,5000.00,,11th February 2025
34769,INF397L01JQ5,Dividend - Reinvest,LIC MF Small Cap Fund - Direct (IDCW),Direct,LCSCD1-DR,31.4581,-1.23,-3.77,5000.00,,11th February 2025
34786,INF194K010B0,Dividend - Payout,Bandhan Asset Allocation FoF-Moderate-Direct (IDCW,Direct,D240-DP,22.0401,-0.19,-0.85,1000.00,,11th February 2025
34786,INF194K011B8,Dividend - Reinvest,Bandhan Asset Allocation FoF-Moderate-Direct (IDCW,Direct,D240-DR,22.0401,-0.19,-0.85,1000.00,,11th February 2025
34873,INF846K01ZU1,Growth,AXIS Corporate Bond Fund - Regular (G),Regular,AXCOGP-GR,16.4433,0.00,0.02,100.00,,11th February 2025
34874,INF846K01A03,Dividend - Payout,AXIS Corporate Bond Fund - Regular (IDCW),Regular,AXCORD-DP,12.7044,0.00,0.03,100.00,,11th February 2025
34874,INF846K01A11,Dividend - Reinvest,AXIS Corporate Bond Fund - Regular (IDCW),Regular,AXCORD-DR,12.7044,0.00,0.03,100.00,,11th February 2025
34875,INF846K01ZV9,Dividend - Reinvest,AXIS Corporate Bond Fund - Regular (IDCW-D),Regular,AXCODD-DR,10.2308,0.00,0.01,100.00,DAILY,11th February 2025
34876,INF846K01ZW7,Dividend - Payout,AXIS Corporate Bond Fund - Regular (IDCW-W),Regular,AXCOWD-DP,10.2506,0.00,0.01,100.00,WEEKLY,11th February 2025
34876,INF846K01ZX5,Dividend - Reinvest,AXIS Corporate Bond Fund - Regular (IDCW-W),Regular,AXCOWD-DR,10.2506,0.00,0.01,100.00,WEEKLY,11th February 2025
34877,INF846K01ZY3,Dividend - Payout,AXIS Corporate Bond Fund - Regular (IDCW-M),Regular,AXCODP-DP,10.2183,0.01,0.08,100.00,MONTHLY,11th February 2025
34877,INF846K01ZZ0,Dividend - Reinvest,AXIS Corporate Bond Fund - Regular (IDCW-M),Regular,AXCODP-DR,10.2183,0.01,0.08,100.00,MONTHLY,11th February 2025
34878,INF846K01ZM8,Growth,AXIS Corporate Bond Fund - Direct (G),Direct,AXCODG-GR,17.3634,0.00,0.02,100.00,,11th February 2025
34879,INF846K01ZS5,Dividend - Payout,AXIS Corporate Bond Fund - Direct (IDCW),Direct,AXCOD1-DP,13.5461,0.01,0.05,100.00,,11th February 2025
34879,INF846K01ZT3,Dividend - Reinvest,AXIS Corporate Bond Fund - Direct (IDCW),Direct,AXCOD1-DR,13.5461,0.01,0.05,100.00,,11th February 2025
34880,INF846K01ZN6,Dividend - Reinvest,AXIS Corporate Bond Fund - Direct (IDCW-D),Direct,AXCODR-DR,10.2317,0.00,0.02,100.00,DAILY,11th February 2025
34881,INF846K01ZO4,Dividend - Payout,AXIS Corporate Bond Fund - Direct (IDCW-W),Direct,AXCODW-DP,10.3688,0.01,0.08,100.00,WEEKLY,11th February 2025
34881,INF846K01ZP1,Dividend - Reinvest,AXIS Corporate Bond Fund - Direct (IDCW-W),Direct,AXCODW-DR,10.3688,0.01,0.08,100.00,WEEKLY,11th February 2025
34882,INF846K01ZQ9,Dividend - Payout,AXIS Corporate Bond Fund - Direct (IDCW-M),Direct,AXCODM-DP,10.2236,0.00,0.04,100.00,MONTHLY,11th February 2025
34882,INF846K01ZR7,Dividend - Reinvest,AXIS Corporate Bond Fund - Direct (IDCW-M),Direct,AXCODM-DR,10.2236,0.00,0.04,100.00,MONTHLY,11th February 2025
34909,INF903JA1AX5,Growth,Sundaram LT MC Tax Advantage Fund-Sr.VI (G),Regular,SULM6RG-GR,23.7436,-0.83,-3.36,500.00,,11th February 2025
34910,INF903JA1AY3,Dividend - Payout,Sundaram LT MC Tax Advantage Fund-Sr.VI (IDCW),Regular,SULM6RD-DP,22.9466,-0.80,-3.38,500.00,,11th February 2025
34913,INF109KB10T8,Growth,ICICI Pru Nifty 100 Low Volatility 30 ETF,Regular,IC5002-GR,20.5101,-0.34,-1.63,5000.00,,11th February 2025
34914,INF754K01HT7,Dividend - Payout,Edelweiss Arbitrage Fund - Regular (IDCW-M),Regular,EDATMD-DP,15.4417,0.00,0.01,100.00,MONTHLY,11th February 2025
34914,INF754K01HU5,Dividend - Reinvest,Edelweiss Arbitrage Fund - Regular (IDCW-M),Regular,EDATMD-DR,15.4417,0.00,0.01,100.00,MONTHLY,11th February 2025
34915,INF754K01HW1,Dividend - Payout,Edelweiss Arbitrage Fund - Direct (IDCW-M),Direct,EDATMR-DP,16.6196,0.00,0.00,100.00,MONTHLY,11th February 2025
34915,INF754K01HX9,Dividend - Reinvest,Edelweiss Arbitrage Fund - Direct (IDCW-M),Direct,EDATMR-DR,16.6196,0.00,0.00,100.00,MONTHLY,11th February 2025
34958,INF846K01A52,Growth,AXIS Balanced Advantage Fund (G),Regular,AXDEGP-GR,19.86,-0.17,-0.85,100.00,,11th February 2025
34959,INF846K01A60,Dividend - Payout,AXIS Balanced Advantage Fund (IDCW),Regular,AXDEDP-DP,13.87,-0.11,-0.79,100.00,,11th February 2025
34959,INF846K01A78,Dividend - Reinvest,AXIS Balanced Advantage Fund (IDCW),Regular,AXDEDP-DR,13.87,-0.11,-0.79,100.00,,11th February 2025
34960,INF846K01A29,Growth,AXIS Balanced Advantage Fund - Direct (G),Direct,AXDEDG-GR,22.01,-0.18,-0.81,100.00,,11th February 2025
34961,INF846K01A37,Dividend - Payout,AXIS Balanced Advantage Fund - Direct (IDCW),Direct,AXDED1-DP,14.89,-0.12,-0.80,100.00,,11th February 2025
34961,INF846K01A45,Dividend - Reinvest,AXIS Balanced Advantage Fund - Direct (IDCW),Direct,AXDED1-DR,14.89,-0.12,-0.80,100.00,,11th February 2025
35067,INF754K01IK4,Dividend - Payout,Edelweiss Balanced Advantage Fund (IDCW-M),Regular,EDARMR-DP,21.43,-0.26,-1.20,100.00,MONTHLY,11th February 2025
35067,INF754K01IL2,Dividend - Reinvest,Edelweiss Balanced Advantage Fund (IDCW-M),Regular,EDARMR-DR,21.43,-0.26,-1.20,100.00,MONTHLY,11th February 2025
35068,INF754K01IH0,Dividend - Payout,Edelweiss Balanced Advantage Fund - Dir (IDCW-M),Direct,EDARMD-DP,26.02,-0.32,-1.21,100.00,MONTHLY,11th February 2025
35068,INF754K01II8,Dividend - Reinvest,Edelweiss Balanced Advantage Fund - Dir (IDCW-M),Direct,EDARMD-DR,26.02,-0.32,-1.21,100.00,MONTHLY,11th February 2025
35109,INF205K01UL0,Dividend - Payout,Invesco India Short Duration Fund (Discretionary),Regular,RGFSTRD-DP,2567.0574,0.89,0.03,1000.00,,11th February 2025
35109,INF205K01UM8,Dividend - Reinvest,Invesco India Short Duration Fund (Discretionary),Regular,RGFSTRD-DR,2567.0574,0.89,0.03,1000.00,,11th February 2025
35110,INF173K01NM3,Dividend - Payout,Sundaram ELSS Tax Saver Fund - Regular (IDCW-H),Regular,SUTFRD-DP,388.6068,-6.11,-1.55,500.00,HALF YEARLY,11th February 2025
35111,INF173K01NN1,Dividend - Payout,Sundaram ELSS Tax Saver Fund - Direct (IDCW-H),Direct,SUTFZD-DP,495.8007,-7.80,-1.55,500.00,HALF YEARLY,11th February 2025
35128,INF251K01PK6,Growth,Baroda BNP Paribas Focused Fund (G),Regular,BPFORG-GR,19.8278,-0.46,-2.28,5000.00,,11th February 2025
35129,INF251K01PL4,Dividend - Payout,Baroda BNP Paribas Focused Fund (IDCW),Regular,BPFORD-DP,15.668,-0.36,-2.26,5000.00,,11th February 2025
35129,INF251K01PM2,Dividend - Reinvest,Baroda BNP Paribas Focused Fund (IDCW),Regular,BPFORD-DR,15.668,-0.36,-2.26,5000.00,,11th February 2025
35130,INF251K01PN0,Growth,Baroda BNP Paribas Focused Fund - Direct (G),Direct,BPFODG-GR,22.2796,-0.52,-2.28,5000.00,,11th February 2025
35131,INF251K01PO8,Dividend - Payout,Baroda BNP Paribas Focused Fund - Direct (IDCW),Direct,BPFODD-DP,17.5667,-0.41,-2.30,5000.00,,11th February 2025
35131,INF251K01PP5,Dividend - Reinvest,Baroda BNP Paribas Focused Fund - Direct (IDCW),Direct,BPFODD-DR,17.5667,-0.41,-2.30,5000.00,,11th February 2025
35154,INF109KB17W7,Growth,ICICI Pru BSE Sensex Index Fund (G),Regular,IC3007-GR,24.7742,-0.33,-1.30,100.00,,11th February 2025
35155,INF109KB18W5,Dividend - Payout,ICICI Pru BSE Sensex Index Fund (IDCW),Regular,IC3008P-DP,24.7748,-0.34,-1.33,100.00,,11th February 2025
35155,INF109KB19W3,Dividend - Reinvest,ICICI Pru BSE Sensex Index Fund (IDCW),Regular,IC3008-DR,24.7748,-0.34,-1.33,100.00,,11th February 2025
35156,INF109KB10X0,Growth,ICICI Pru BSE Sensex Index Fund - Direct (G),Direct,IC9209-GR,25.0833,-0.34,-1.32,100.00,,11th February 2025
35157,INF109KB11X8,Dividend - Payout,ICICI Pru BSE Sensex Index Fund - Direct (IDCW),Direct,IC9210P-DP,25.0831,-0.34,-1.33,100.00,,11th February 2025
35157,INF109KB12X6,Dividend - Reinvest,ICICI Pru BSE Sensex Index Fund - Direct (IDCW),Direct,IC9210-DR,25.0831,-0.34,-1.33,100.00,,11th February 2025
35158,INF666M01DN1,Growth,Groww ELSS Tax Saver Fund (G),Regular,INTSRG-GR,18.06,-0.36,-1.95,500.00,,11th February 2025
